Column1,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Customer Status,Status.Churn Label,Status.Churn Value,Status.Churn Score,Status.CLTV,Status.Churn Category,Status.Churn Reason,Location.Country,Location.State,Location.City,Location.Zip Code,Location.Latitude,Location.Longitude,Population.Population,Age Group,Tenure Group,Churn Risk
5498-IBWPI,1,Female,34,No,No,Yes,Yes,2,66,Offer A,Cable,Yes,No,No,One Year,Credit Card,49.4,3251.85,6427.11,3,Stayed,No,0,59,5232,,,United States,California,Guadalupe,93434,34.936,-120.594655,5726,31-45,Long-term,Medium
9101-NTIXF,1,Male,32,No,No,No,No,0,2,Offer E,None,No,No,No,Month-to-Month,Credit Card,19.4,50.6,80.92,5,Joined,No,0,56,3954,,,United States,California,Lompoc,93436,34.601055,-120.382917,51737,31-45,New Customer,Medium
9314-QDMDW,1,Male,29,Yes,No,No,No,0,11,Offer D,Cable,No,Yes,No,One Year,Bank Withdrawal,61.25,729.95,1036.19,3,Stayed,No,0,58,2738,,,United States,California,Los Alamos,93440,34.758699,-120.275839,1328,18-30,New Customer,Medium
9308-ANMVE,1,Male,52,No,No,No,Yes,2,47,Offer B,Cable,No,No,No,Month-to-Month,Bank Withdrawal,55.3,2654.05,3840.8,3,Stayed,No,0,52,5491,,,United States,California,Los Olivos,93441,34.70434,-120.02609,1317,46-60,Loyal,Medium
3413-DHLPB,1,Male,57,No,No,Yes,Yes,1,60,Offer B,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.75,5969.95,6139.75,4,Stayed,No,0,53,6237,,,United States,California,Oceano,93445,35.059695,-120.604741,7435,46-60,Long-term,Medium
7649-PHJVR,1,Male,22,Yes,No,No,No,0,11,Offer D,None,No,No,No,One Year,Mailed Check,19.5,226.8,595.08,4,Stayed,No,0,28,5825,,,United States,California,Paso Robles,93446,35.634222,-120.728341,35586,18-30,New Customer,Low
6114-TCFID,1,Female,47,No,No,No,No,0,29,None,Cable,Yes,No,No,One Year,Credit Card,39.5,1082.75,1082.75,3,Stayed,No,0,29,5103,,,United States,California,Pismo Beach,93449,35.165668,-120.655842,8564,46-60,Loyal,Low
3787-TRIAL,1,Male,23,Yes,No,Yes,Yes,9,21,Offer D,DSL,No,No,No,Month-to-Month,Bank Withdrawal,26.05,565.75,565.75,5,Stayed,No,0,44,4302,,,United States,California,San Ardo,93450,35.996008,-120.85305,670,18-30,Growing,Medium
5156-UMKOW,1,Female,44,No,No,No,Yes,3,3,None,DSL,No,No,No,Month-to-Month,Mailed Check,29.65,90.05,90.05,3,Joined,No,0,69,5880,,,United States,California,San Simeon,93452,35.746484,-121.223355,471,31-45,New Customer,Medium
1247-QBVSH,1,Female,41,No,No,Yes,Yes,2,43,Offer B,DSL,No,No,No,Month-to-Month,Mailed Check,50.2,2169.4,2798.92,4,Stayed,No,0,49,5284,,,United States,California,Santa Margarita,93453,35.303926,-120.256567,2687,31-45,Loyal,Medium
6734-GMPVK,1,Male,34,No,No,No,No,0,5,Offer E,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,105.3,550.6,773.85,3,Stayed,No,0,66,4024,,,United States,California,Santa Maria,93454,34.943523,-120.256729,30540,31-45,New Customer,Medium
9822-OAOVB,1,Female,63,No,No,No,No,0,1,Offer E,DSL,No,No,Yes,Month-to-Month,Bank Withdrawal,55.45,55.45,71.88,4,Joined,No,0,45,5286,,,United States,California,Santa Maria,93455,34.818227,-120.418784,37364,60,New Customer,Medium
6161-ERDGD,1,Male,57,No,No,Yes,Yes,3,71,Offer A,DSL,Yes,Yes,Yes,One Year,Bank Withdrawal,85.45,6300.85,7962.96,4,Stayed,No,0,32,5280,,,United States,California,Santa Maria,93458,34.95934,-120.490081,43684,46-60,Long-term,Medium
1226-JZNKR,1,Female,20,Yes,No,Yes,No,0,8,Offer E,None,No,No,No,One Year,Bank Withdrawal,19.8,160.05,387.01,4,Stayed,No,0,51,5698,,,United States,California,Santa Ynez,93460,34.630356,-120.032564,5710,18-30,New Customer,Medium
7318-EIVKO,1,Male,38,No,No,No,No,0,8,Offer E,DSL,No,Yes,No,Month-to-Month,Bank Withdrawal,59.25,436.6,822.2,3,Stayed,No,0,54,3003,,,United States,California,Shandon,93461,35.634488,-120.293534,1255,31-45,New Customer,Medium
3771-PZOBW,1,Male,38,No,No,No,No,0,20,Offer D,Fiber Optic,No,Yes,No,Month-to-Month,Credit Card,90.7,1781.35,2289.55,4,Stayed,No,0,77,2927,,,United States,California,Solvang,93463,34.624399,-120.137875,7958,31-45,Growing,High
8231-BSWXX,1,Male,44,No,No,No,No,0,71,Offer A,Fiber Optic,No,No,No,One Year,Credit Card,79.05,5552.5,8487.64,4,Stayed,No,0,38,5466,,,United States,California,Mojave,93501,35.097323,-118.171288,4882,31-45,Long-term,Medium
7389-KBFIT,1,Female,31,No,No,Yes,Yes,2,2,Offer E,DSL,No,No,No,Month-to-Month,Mailed Check,30.25,63.75,63.75,3,Joined,No,0,61,4387,,,United States,California,Big Pine,93513,37.245505,-118.062943,1826,31-45,New Customer,Medium
7176-WIONM,1,Female,24,Yes,No,Yes,No,0,12,Offer D,Cable,No,Yes,Yes,Month-to-Month,Bank Withdrawal,49.85,617.15,617.15,3,Stayed,No,0,24,2873,,,United States,California,Bishop,93514,37.04584,-118.397236,13309,18-30,New Customer,Low
5141-ZUVBH,1,Female,46,No,No,No,Yes,1,9,None,Fiber Optic,Yes,No,Yes,Month-to-Month,Bank Withdrawal,93,870.25,1249.15,3,Stayed,No,0,40,2267,,,United States,California,Boron,93516,34.95703,-117.73045,2241,46-60,New Customer,Medium
7623-HKYRK,1,Male,46,No,No,No,Yes,1,6,None,None,No,No,No,Month-to-Month,Mailed Check,19.7,111.65,278.33,3,Stayed,No,0,44,2276,,,United States,California,Caliente,93518,35.358953,-118.527064,1022,46-60,New Customer,Medium
0310-SUCIN,1,Female,50,No,No,Yes,No,0,71,None,Cable,Yes,Yes,Yes,One Year,Bank Withdrawal,84.8,6046.1,7683.36,3,Stayed,No,0,28,5643,,,United States,California,Darwin,93522,36.319181,-117.593053,64,46-60,Long-term,Low
5197-PYEPU,1,Female,21,Yes,No,Yes,Yes,3,42,Offer B,Fiber Optic,No,Yes,No,One Year,Credit Card,94.45,3923.8,4331.34,3,Stayed,No,0,63,5643,,,United States,California,Edwards,93523,34.966777,-117.961179,7685,18-30,Loyal,Medium
6619-RPLQZ,1,Female,24,Yes,No,Yes,Yes,1,45,Offer B,None,No,No,No,Two Year,Mailed Check,20.85,892.15,2700.7,4,Stayed,No,0,32,2844,,,United States,California,June Lake,93529,37.730269,-119.055813,618,18-30,Loyal,Medium
3275-RHRNE,1,Male,58,No,No,Yes,Yes,3,28,None,DSL,Yes,Yes,Yes,One Year,Credit Card,60,1682.05,1682.05,5,Stayed,No,0,80,2797,,,United States,California,Keeler,93530,36.560498,-117.962461,71,46-60,Loyal,High
3503-TYDAY,1,Female,41,No,No,Yes,No,0,43,Offer B,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,80.45,3398.9,5197.59,4,Stayed,No,0,35,5357,,,United States,California,Keene,93531,35.214982,-118.59049,1436,31-45,Loyal,Medium
6901-GOGZG,1,Male,28,Yes,No,No,Yes,1,60,Offer B,DSL,Yes,Yes,Yes,Two Year,Bank Withdrawal,84.95,4984.85,7982.45,3,Stayed,No,0,41,4104,,,United States,California,Lake Hughes,93532,34.659579,-118.584212,2771,18-30,Long-term,Medium
7021-XSNYE,1,Male,46,No,No,Yes,Yes,2,7,None,DSL,Yes,No,Yes,Two Year,Credit Card,49.65,305.55,305.55,3,Stayed,No,0,60,2750,,,United States,California,Lancaster,93535,34.712708,-117.889656,57794,46-60,New Customer,Medium
9621-OUPYD,1,Female,21,Yes,No,Yes,No,0,25,None,None,No,No,No,One Year,Bank Withdrawal,20.2,507.9,770.15,3,Stayed,No,0,23,4129,,,United States,California,Lancaster,93536,34.741406,-118.38111,49309,18-30,Loyal,Low
8982-NHAVY,1,Male,23,Yes,No,No,No,0,27,Offer C,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,100.5,2673.45,2982.67,3,Stayed,No,0,50,5939,,,United States,California,Littlerock,93543,34.505273,-117.955054,11198,18-30,Loyal,Medium
4307-KWMXE,1,Male,53,No,No,No,No,0,10,Offer D,DSL,Yes,No,No,Month-to-Month,Bank Withdrawal,35.75,389.8,389.8,3,Stayed,No,0,59,2263,,,United States,California,Llano,93544,34.500091,-117.765862,1220,46-60,New Customer,Medium
2450-ZKEED,1,Female,33,No,No,No,No,0,11,Offer D,DSL,Yes,No,No,One Year,Bank Withdrawal,53.8,651.55,733.17,5,Stayed,No,0,27,5899,,,United States,California,Mammoth Lakes,93546,37.550074,-118.837167,8217,31-45,New Customer,Low
3694-DELSO,1,Male,56,No,No,Yes,Yes,3,4,None,DSL,No,Yes,No,Month-to-Month,Credit Card,38.55,156.1,156.1,4,Stayed,No,0,40,3824,,,United States,California,Olancha,93549,36.296851,-117.865469,318,46-60,New Customer,Medium
3893-JRNFS,1,Male,19,Yes,No,No,No,0,68,None,DSL,No,No,Yes,Month-to-Month,Bank Withdrawal,39.9,2796.35,2796.35,4,Stayed,No,0,69,6270,,,United States,California,Palmdale,93550,34.536232,-118.082935,67232,18-30,Long-term,Medium
1133-KXCGE,1,Female,38,No,No,No,No,0,18,Offer D,None,No,No,No,One Year,Mailed Check,20.1,407.05,745.45,4,Stayed,No,0,55,2910,,,United States,California,Palmdale,93552,34.557711,-118.029441,25370,31-45,Growing,Medium
0142-GVYSN,1,Male,57,No,No,No,No,0,26,Offer C,None,No,No,No,Month-to-Month,Bank Withdrawal,20.3,511.25,858.09,5,Stayed,No,0,68,5712,,,United States,California,Randsburg,93554,35.405722,-117.773354,117,46-60,Loyal,Medium
1049-FYSYG,1,Female,48,No,No,Yes,No,0,17,Offer D,DSL,No,No,No,Month-to-Month,Credit Card,35.65,646.05,646.05,3,Stayed,No,0,38,5977,,,United States,California,Temecula,92592,33.507255,-117.029473,46171,46-60,Growing,Medium
1821-BUCWY,1,Male,35,No,No,No,No,0,30,Offer C,Cable,No,No,No,Two Year,Mailed Check,55.65,1653.85,3065.65,3,Stayed,No,0,70,5445,,,United States,California,Valyermo,93563,34.39583,-117.734568,413,31-45,Loyal,Medium
8314-DPQHL,1,Male,61,No,No,No,No,0,9,None,DSL,Yes,No,Yes,One Year,Mailed Check,50.8,463.6,463.6,4,Stayed,No,0,47,5535,,,United States,California,Auberry,93602,36.991762,-119.242874,3464,60,New Customer,Medium
1465-WCZVT,1,Female,44,No,No,Yes,Yes,3,3,None,None,No,No,No,Month-to-Month,Credit Card,19.65,60.65,151.67,4,Joined,No,0,31,4943,,,United States,California,Badger,93603,36.64545,-118.924982,273,31-45,New Customer,Medium
9481-SFCQY,1,Female,44,No,No,No,Yes,1,14,Offer D,DSL,No,Yes,No,Month-to-Month,Credit Card,59.8,824.85,1442.81,4,Stayed,No,0,51,5962,,,United States,California,Bass Lake,93604,37.458367,-119.345011,613,31-45,Growing,Medium
0567-GGCAC,1,Female,38,No,No,No,No,0,7,None,DSL,No,No,No,Month-to-Month,Bank Withdrawal,61.4,438.9,549.78,3,Stayed,No,0,71,2845,,,United States,California,Biola,93606,36.798882,-120.019511,807,31-45,New Customer,High
8884-MRNSU,1,Male,61,No,No,Yes,No,0,17,Offer D,None,No,No,No,One Year,Bank Withdrawal,19.9,329.75,579.48,3,Stayed,No,0,63,3526,,,United States,California,Caruthers,93609,36.5276,-119.865999,5446,60,Growing,Medium
2171-UDMFD,1,Male,22,Yes,No,Yes,Yes,3,32,Offer C,None,No,No,No,Month-to-Month,Credit Card,19.45,674.55,1796.15,4,Stayed,No,0,42,4363,,,United States,California,Chowchilla,93610,37.100948,-120.270136,19391,18-30,Loyal,Medium
9802-CAQUT,1,Female,27,Yes,No,Yes,Yes,3,72,None,Fiber Optic,No,Yes,Yes,Two Year,Credit Card,109.55,7887.25,10411.33,4,Stayed,No,0,27,5723,,,United States,California,Coarsegold,93614,37.212191,-119.749323,9395,18-30,Long-term,Low
0187-WZNAB,1,Female,56,No,No,Yes,Yes,2,27,Offer C,Fiber Optic,No,No,No,Month-to-Month,Credit Card,74.4,1972.35,3232.17,3,Stayed,No,0,57,4331,,,United States,California,Del Rey,93616,36.657462,-119.595293,1965,46-60,Loyal,Medium
1475-VWVDO,1,Male,55,No,No,No,No,0,7,Offer E,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,74.9,490.55,732.68,3,Stayed,No,0,52,5335,,,United States,California,Dos Palos,93620,37.045728,-120.630682,9388,46-60,New Customer,Medium
1357-MVDOZ,1,Male,25,Yes,No,Yes,Yes,1,11,Offer D,DSL,No,Yes,No,Month-to-Month,Bank Withdrawal,59.65,683.25,915.79,3,Stayed,No,0,71,2136,,,United States,California,Firebaugh,93622,36.785618,-120.625382,9491,18-30,New Customer,High
7602-MVRMB,1,Female,62,No,No,Yes,Yes,1,72,None,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,110.45,8058.85,11416.21,4,Stayed,No,0,41,4754,,,United States,California,Fish Camp,93623,37.483535,-119.679414,77,60,Long-term,Medium
5406-KGRMX,1,Female,30,No,No,No,No,0,71,None,None,No,No,No,Two Year,Bank Withdrawal,24.55,1719.15,1908.01,5,Stayed,No,0,74,4555,,,United States,California,Helm,93627,36.520537,-120.118055,152,18-30,Long-term,High
5968-HYJRZ,1,Male,28,Yes,No,Yes,Yes,2,47,Offer B,None,No,No,No,Two Year,Credit Card,24.55,1160.45,1897.41,4,Stayed,No,0,78,3629,,,United States,California,Kerman,93630,36.727418,-120.123526,14062,18-30,Loyal,High
7140-ADSMJ,1,Male,23,Yes,No,No,No,0,8,Offer E,None,No,No,No,Month-to-Month,Credit Card,20.45,162.3,443.98,3,Stayed,No,0,24,5624,,,United States,California,Los Banos,93635,36.995162,-120.955099,29124,18-30,New Customer,Low
2230-XTUWL,1,Female,20,Yes,No,Yes,Yes,2,48,Offer B,None,No,No,No,Two Year,Credit Card,19.55,883.35,1519.83,5,Stayed,No,0,68,5461,,,United States,California,Madera,93637,36.902954,-120.194274,28434,18-30,Loyal,Medium
7706-YLMQA,1,Female,30,No,No,No,No,0,70,None,None,No,No,No,One Year,Bank Withdrawal,19.7,1341.5,2041.5,4,Stayed,No,0,72,6072,,,United States,California,Madera,93638,37.004068,-119.930027,49247,18-30,Long-term,High
2585-KTFRE,1,Male,61,No,No,No,Yes,1,1,None,Cable,Yes,No,Yes,Month-to-Month,Bank Withdrawal,70.45,70.45,90.55,3,Joined,No,0,53,2706,,,United States,California,Escondido,92027,33.141265,-116.967221,48690,60,New Customer,Medium
7994-UYIVZ,1,Male,62,No,No,Yes,No,0,8,Offer E,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,85.65,659.45,1046.17,4,Stayed,No,0,72,2512,,,United States,California,Miramonte,93641,36.696759,-119.024051,571,60,New Customer,High
7717-BICXI,1,Male,37,No,No,Yes,Yes,3,60,Offer B,None,No,No,No,Two Year,Credit Card,20.55,1205.05,2144.05,3,Stayed,No,0,47,4020,,,United States,California,O Neals,93645,37.140104,-119.657092,173,31-45,Long-term,Medium
6559-RAKOZ,1,Male,61,No,No,Yes,Yes,1,49,Offer B,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,97.95,4917.9,5702.88,3,Stayed,No,0,53,4301,,,United States,California,Orange Cove,93646,36.633498,-119.298895,8449,60,Long-term,Medium
4716-MRVEN,1,Female,30,No,No,No,No,0,29,Offer C,None,No,No,No,One Year,Credit Card,20,599.3,1539.77,5,Stayed,No,0,65,4128,,,United States,California,Parlier,93648,36.622237,-119.521126,12587,18-30,Loyal,Medium
2143-LJULT,1,Female,55,No,No,Yes,No,0,67,None,None,No,No,No,Two Year,Credit Card,25.25,1733.15,4100.93,5,Stayed,No,0,32,5887,,,United States,California,Fresno,93650,36.841655,-119.797113,3258,46-60,Long-term,Medium
3200-MNQTF,1,Male,38,No,No,Yes,No,0,67,None,DSL,Yes,No,No,Two Year,Credit Card,70.9,4677.1,6557.12,3,Stayed,No,0,80,4361,,,United States,California,Raisin City,93652,36.594542,-119.905245,265,31-45,Long-term,High
6164-HXUGH,1,Female,40,No,No,Yes,Yes,1,6,Offer E,None,No,No,No,Month-to-Month,Credit Card,19.85,119.3,158.18,3,Stayed,No,0,31,5060,,,United States,California,Raymond,93653,37.252057,-119.95783,972,31-45,New Customer,Medium
5630-IXDXV,1,Female,51,No,No,No,No,0,47,Offer B,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,106.35,4849.1,5532.48,4,Stayed,No,0,74,3723,,,United States,California,Reedley,93654,36.636638,-119.421842,25923,46-60,Loyal,High
0320-DWVTU,1,Female,46,No,No,No,No,0,53,Offer B,Fiber Optic,Yes,No,Yes,Two Year,Credit Card,99.5,5424.25,7733.46,3,Stayed,No,0,23,4754,,,United States,California,Riverdale,93656,36.452211,-119.94575,5729,46-60,Long-term,Low
9135-MGVPY,1,Male,41,No,No,Yes,No,0,69,None,DSL,Yes,Yes,Yes,Two Year,Credit Card,84.7,5878.9,9216.43,3,Stayed,No,0,70,5345,,,United States,California,Sanger,93657,36.819628,-119.440414,28991,31-45,Long-term,Medium
1212-GLHMD,1,Male,54,No,No,No,No,0,3,Offer E,Fiber Optic,No,No,Yes,Month-to-Month,Credit Card,86.05,244.85,299.63,4,Joined,No,0,37,2500,,,United States,California,San Joaquin,93660,36.600193,-120.153393,4318,46-60,New Customer,Medium
7878-JGDKK,1,Male,38,No,No,No,No,0,4,Offer E,Cable,No,No,No,Month-to-Month,Credit Card,44.55,220.75,341.03,3,Stayed,No,0,45,2124,,,United States,California,Selma,93662,36.545322,-119.642281,26213,31-45,New Customer,Medium
1088-AUUZZ,1,Male,33,No,No,Yes,Yes,1,56,Offer B,DSL,Yes,No,Yes,Two Year,Credit Card,75.85,4261.2,6365.68,3,Stayed,No,0,52,5314,,,United States,California,Shaver Lake,93664,37.223,-119.001021,642,31-45,Long-term,Medium
9588-OZDMQ,1,Female,38,No,No,Yes,No,0,2,Offer E,DSL,No,No,No,Month-to-Month,Bank Withdrawal,45,89.75,120.75,4,Joined,No,0,60,5225,,,United States,California,Tollhouse,93667,36.993666,-119.348267,2633,31-45,New Customer,Medium
6476-EPYZR,1,Male,57,No,No,Yes,Yes,1,12,None,None,No,No,No,Month-to-Month,Credit Card,20.5,255.5,808.22,3,Stayed,No,0,65,2891,,,United States,California,Wishon,93669,37.287758,-119.548156,327,46-60,New Customer,Medium
1174-FGIFN,1,Female,44,No,No,Yes,Yes,1,28,Offer C,Fiber Optic,Yes,No,Yes,One Year,Bank Withdrawal,90.45,2509.25,3245.09,3,Stayed,No,0,74,5823,,,United States,California,Squaw Valley,93675,36.719141,-119.202677,3146,31-45,Loyal,High
6620-HVDUJ,1,Male,50,No,No,No,No,0,24,Offer C,DSL,Yes,No,No,Month-to-Month,Bank Withdrawal,60.45,1440.75,2009.79,5,Stayed,No,0,56,5095,,,United States,California,Fresno,93701,36.749403,-119.787574,13858,46-60,Growing,Medium
1032-MAELW,1,Female,57,No,No,Yes,Yes,3,68,None,DSL,Yes,No,Yes,One Year,Bank Withdrawal,78.45,5333.35,5841.31,5,Stayed,No,0,67,5071,,,United States,California,Fresno,93703,36.768774,-119.762633,31180,46-60,Long-term,Medium
7641-TQFHN,1,Male,21,Yes,No,No,Yes,1,39,Offer C,Fiber Optic,Yes,Yes,Yes,Two Year,Credit Card,100.55,3895.35,4469.43,3,Stayed,No,0,71,3124,,,United States,California,Fresno,93704,36.799648,-119.801247,26580,18-30,Loyal,High
1552-TKMXS,1,Female,37,No,No,Yes,No,0,42,Offer B,None,No,No,No,Month-to-Month,Credit Card,20.35,869.9,1119.8,3,Stayed,No,0,69,2127,,,United States,California,Fresno,93705,36.78724,-119.827813,35451,31-45,Loyal,Medium
8622-ZLFKO,1,Female,56,No,No,Yes,No,0,6,None,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,90.75,512.25,652.35,4,Stayed,No,0,54,4297,,,United States,California,Fresno,93710,36.822715,-119.761826,29337,46-60,New Customer,Medium
6188-UXBBR,1,Female,47,No,No,Yes,No,0,38,Offer C,None,No,No,No,One Year,Credit Card,20.25,814.75,1215.27,4,Stayed,No,0,25,4411,,,United States,California,Fresno,93720,36.878709,-119.7645,45087,46-60,Loyal,Low
2333-KWEWW,1,Male,64,No,No,No,No,0,18,None,None,No,No,No,Two Year,Credit Card,20.05,388.6,861.28,3,Stayed,No,0,20,2782,,,United States,California,Fresno,93721,36.732694,-119.783786,6848,60,Growing,Low
5702-SKUOB,1,Female,34,No,No,Yes,No,0,4,None,None,No,No,No,Month-to-Month,Credit Card,19.6,93.45,210.01,4,Stayed,No,0,66,4580,,,United States,California,Fresno,93722,36.78979,-119.929894,60889,31-45,New Customer,Medium
1134-YWTYF,1,Male,32,No,No,Yes,No,0,27,Offer C,DSL,Yes,No,No,Month-to-Month,Bank Withdrawal,53.8,1389.85,2509.81,4,Stayed,No,0,66,2563,,,United States,California,Fresno,93725,36.623632,-119.741322,21010,31-45,Loyal,Medium
6061-GWWAV,1,Male,44,No,No,No,Yes,1,41,None,Cable,No,Yes,No,One Year,Credit Card,70.2,2894.55,3458.71,4,Stayed,No,0,56,5365,,,United States,California,Fresno,93726,36.793601,-119.761131,39148,31-45,Loyal,Medium
0679-TDGAK,1,Male,29,Yes,No,Yes,Yes,1,50,None,Cable,Yes,Yes,Yes,One Year,Bank Withdrawal,75.5,4025.6,5717.1,3,Stayed,No,0,21,5141,,,United States,California,Fresno,93727,36.751489,-119.68072,54701,18-30,Long-term,Low
6585-WCEWR,1,Male,24,Yes,No,Yes,Yes,1,72,None,None,No,No,No,Two Year,Bank Withdrawal,20.35,1354.4,2994.56,3,Stayed,No,0,41,4949,,,United States,California,Fresno,93728,36.757345,-119.818274,16346,18-30,Long-term,Medium
9067-YGSCA,1,Female,35,No,No,No,No,0,70,None,None,No,No,No,One Year,Credit Card,26.05,1856.4,4049.5,5,Stayed,No,0,21,4467,,,United States,California,Salinas,93901,36.64152,-121.622188,35739,31-45,Long-term,Low
9067-SQTNS,1,Male,37,No,No,Yes,Yes,2,44,None,None,No,No,No,One Year,Bank Withdrawal,20.6,926,2463.36,5,Stayed,No,0,44,2471,,,United States,California,Salinas,93905,36.667794,-121.601306,58548,31-45,Loyal,Medium
1776-SPBWV,1,Female,43,No,No,Yes,Yes,1,34,Offer C,None,No,No,No,One Year,Bank Withdrawal,20.1,682.1,2100.58,5,Stayed,No,0,21,2272,,,United States,California,Salinas,93907,36.77462,-121.664714,22292,31-45,Loyal,Low
9668-PUGNU,1,Male,20,Yes,No,Yes,No,0,71,None,None,No,No,No,Two Year,Bank Withdrawal,24.5,1816.2,4100.98,4,Stayed,No,0,38,4058,,,United States,California,Escondido,92027,33.141265,-116.967221,48690,18-30,Long-term,Medium
9405-GPBBG,1,Female,42,No,No,No,No,0,64,None,Fiber Optic,Yes,Yes,Yes,Two Year,Credit Card,110.5,7069.25,7492.77,5,Stayed,No,0,64,5718,,,United States,California,Carmel By The Sea,93921,36.554618,-121.922239,2966,31-45,Long-term,Medium
1926-QUZNN,1,Female,45,No,No,Yes,No,0,72,None,None,No,No,No,Two Year,Bank Withdrawal,25.25,1841.2,5405.92,3,Stayed,No,0,36,4551,,,United States,California,Carmel,93923,36.460611,-121.852507,13121,31-45,Long-term,Medium
5829-NVSQN,1,Female,38,No,No,Yes,No,0,23,None,DSL,Yes,No,Yes,One Year,Bank Withdrawal,68.75,1689.45,2411.42,3,Stayed,No,0,34,3519,,,United States,California,Gonzales,93926,36.52588,-121.396719,9023,31-45,Growing,Medium
9565-AXSMR,1,Male,19,Yes,No,Yes,Yes,3,52,None,None,No,No,No,Two Year,Credit Card,19.2,1054.75,3174.27,5,Stayed,No,0,78,4203,,,United States,California,Greenfield,93927,36.248708,-121.386617,14204,18-30,Long-term,High
8869-LIHMK,1,Female,51,No,No,No,No,0,64,None,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,115.1,7334.05,10169.89,3,Stayed,No,0,78,5213,,,United States,California,King City,93930,36.220761,-120.980777,14477,46-60,Long-term,High
0447-RXSGD,1,Male,39,No,No,No,No,0,24,Offer C,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,99.65,2404.85,3021.17,3,Stayed,No,0,47,5207,,,United States,California,Monterey,93940,36.362741,-121.869685,32857,31-45,Growing,Medium
4927-WWOOZ,1,Male,39,No,No,Yes,No,0,2,None,Fiber Optic,No,Yes,No,Month-to-Month,Bank Withdrawal,91.45,171.45,280.27,5,Joined,No,0,32,4889,,,United States,California,Pacific Grove,93950,36.618337,-121.926417,15449,31-45,New Customer,Medium
5788-YPOEG,1,Female,41,No,No,Yes,Yes,2,34,Offer C,DSL,Yes,Yes,Yes,Two Year,Credit Card,84.75,2839.45,3148.51,3,Stayed,No,0,51,2020,,,United States,California,Pebble Beach,93953,36.587497,-121.944815,4602,31-45,Loyal,Medium
0661-KBKPA,1,Male,43,No,No,Yes,Yes,3,53,None,DSL,Yes,Yes,Yes,One Year,Credit Card,78.75,3942.45,5631.03,4,Stayed,No,0,73,5052,,,United States,California,Seaside,93955,36.625114,-121.823565,38244,31-45,Long-term,High
9081-WWXKP,1,Female,64,No,No,Yes,Yes,1,47,None,None,No,No,No,Two Year,Credit Card,20.25,873.4,2628.85,5,Stayed,No,0,38,2070,,,United States,California,Soledad,93960,36.414216,-121.360597,13003,60,Loyal,Medium
0784-ZQJZX,1,Male,22,Yes,No,No,Yes,1,72,None,None,No,No,No,Two Year,Credit Card,19.9,1529.65,3828.61,4,Stayed,No,0,72,5730,,,United States,California,Spreckels,93962,36.624641,-121.647195,407,18-30,Long-term,High
3133-PZNSR,1,Male,25,Yes,No,Yes,Yes,3,72,None,Fiber Optic,Yes,No,Yes,Two Year,Credit Card,97.75,6991.6,8488.48,3,Stayed,No,0,46,4054,,,United States,California,Belmont,94002,37.509366,-122.306132,25566,18-30,Long-term,Medium
0722-SVSFK,1,Female,45,No,No,No,No,0,7,None,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.4,715,988.14,3,Stayed,No,0,56,5041,,,United States,California,Half Moon Bay,94019,37.45567,-122.407992,17929,31-45,New Customer,Medium
3612-YVGSJ,1,Female,59,No,No,Yes,No,0,71,None,None,No,No,No,Two Year,Credit Card,24.45,1681.6,4024.6,5,Stayed,No,0,77,4742,,,United States,California,La Honda,94020,37.285677,-122.224165,1622,46-60,Long-term,High
5397-NSKQG,1,Male,39,No,No,Yes,Yes,2,67,Offer A,DSL,No,Yes,Yes,Two Year,Credit Card,50.9,3281.65,3281.65,4,Stayed,No,0,62,5281,,,United States,California,Los Altos,94022,37.349546,-122.134356,18486,31-45,Long-term,Medium
8565-HBFNN,1,Male,51,No,No,Yes,No,0,69,Offer A,Fiber Optic,Yes,No,Yes,One Year,Credit Card,107.2,7317.1,9619.63,4,Stayed,No,0,51,5935,,,United States,California,Los Altos,94024,37.352911,-122.093002,21496,46-60,Long-term,Medium
8670-ERCJH,1,Male,33,No,No,No,No,0,72,Offer A,Fiber Optic,Yes,Yes,Yes,Two Year,Bank Withdrawal,113.4,8164.1,8348.42,3,Stayed,No,0,56,6347,,,United States,California,Portola Valley,94028,37.369709,-122.215844,6601,31-45,Long-term,Medium
