Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Churn Value,Status.Churn Score,Status.CLTV,Age Group,Tenure Group
1,47,0,0,1,0,0,62,0,1,1,0,1,1,1,71.4,4487.3,5358.4,3,0,56,5327,2,1
1,27,1,0,0,0,0,36,3,0,1,1,1,0,1,79.2,2854.95,4425.31,3,0,53,4830,0,2
1,36,0,0,0,0,0,44,0,3,0,0,0,2,1,20.4,905.55,967.15,5,0,55,2404,1,2
0,44,0,0,1,0,0,72,0,2,0,1,1,2,1,105.0,7589.8,8063.56,3,0,70,5678,1,1
0,59,0,0,0,0,0,13,0,0,0,0,0,0,0,30.85,394.1,394.1,3,0,38,2444,2,0
0,23,1,0,1,0,0,15,0,3,0,0,0,1,1,20.55,295.95,815.4,5,0,22,3009,0,0
0,57,0,0,0,0,0,65,0,0,1,1,1,2,0,84.85,5459.2,8172.3,4,0,75,5434,2,1
0,54,0,0,1,0,0,12,0,1,1,0,0,1,1,33.15,444.75,444.75,3,0,74,3882,2,3
1,55,0,0,1,0,0,72,0,1,1,1,1,2,1,92.0,6782.15,7175.19,3,0,44,5883,2,1
0,23,1,0,1,0,0,72,0,1,1,1,1,2,1,89.8,6510.45,9744.69,3,0,66,5762,0,1
0,57,0,0,1,1,2,72,0,2,1,1,1,2,0,115.8,8476.5,9361.38,3,0,39,5841,2,1
1,63,0,0,0,0,0,52,0,1,1,1,1,2,1,85.15,4461.85,6126.89,3,0,69,4322,3,1
1,50,0,0,0,0,0,2,5,3,0,0,0,0,1,24.85,62.0,142.5,3,0,57,5983,2,3
0,63,0,0,0,0,0,5,5,1,1,1,0,0,0,64.35,352.65,394.25,4,0,35,4771,3,3
0,32,0,0,0,0,0,68,0,3,0,0,0,2,1,20.5,1424.9,4716.78,4,0,68,4201,1,1
1,22,1,0,0,0,0,72,0,1,1,1,1,2,1,86.05,6309.65,9811.57,4,0,33,5965,0,1
0,59,0,0,1,0,0,66,0,2,1,0,0,1,0,89.0,5898.6,8365.68,3,0,53,4488,2,1
1,52,0,0,1,0,0,72,0,1,1,1,1,2,1,64.8,4719.75,4719.75,3,0,72,4036,2,1
1,63,0,0,0,0,0,26,3,3,0,0,0,1,1,19.8,457.3,1645.5,3,0,77,5823,3,2
1,53,0,0,1,1,1,64,0,2,0,0,1,2,0,93.4,5822.3,7794.78,3,0,42,6249,2,1
1,61,0,0,1,0,0,62,0,0,1,1,0,2,0,39.0,2337.45,2337.45,4,0,54,4987,3,1
0,44,0,0,0,0,0,5,0,3,0,0,0,0,1,20.5,104.3,227.35,3,0,53,5263,1,3
1,44,0,0,0,1,1,3,0,3,0,0,0,2,1,26.4,121.25,222.86,5,0,77,4315,1,3
0,32,0,0,1,0,0,72,0,2,1,1,0,2,0,98.2,7015.9,8850.46,3,0,75,4332,1,1
1,26,1,0,1,1,3,57,0,2,0,1,1,1,1,97.55,5598.0,5836.26,4,0,51,5833,0,1
1,63,0,0,0,1,1,66,0,3,0,0,0,2,1,19.95,1269.1,3773.14,4,0,51,6382,3,1
1,33,0,0,0,1,2,45,0,2,0,1,1,2,0,99.7,4634.35,5693.65,4,0,38,3333,1,2
0,25,1,0,0,0,0,3,0,1,0,1,0,0,1,34.8,113.95,113.95,4,0,67,2496,0,3
0,48,0,0,0,0,0,51,0,1,1,1,1,1,0,60.15,3077.0,3077.0,3,0,37,5404,2,1
0,29,1,0,0,0,0,60,0,1,1,0,0,1,0,64.75,4039.5,6436.5,3,0,25,6408,0,1
1,62,0,0,0,0,0,33,3,1,0,0,0,0,0,54.65,1665.2,1860.23,3,0,58,5201,3,2
0,39,0,0,1,0,0,67,0,2,1,1,1,1,0,111.25,7511.65,9858.66,3,0,37,5649,1,1
0,19,1,0,1,0,0,49,0,0,1,0,0,1,1,35.8,1782.0,1782.0,4,0,69,4865,0,1
1,42,0,0,0,0,0,1,0,3,0,0,0,0,1,20.05,20.05,23.28,3,0,52,5368,1,3
1,23,1,0,1,1,3,37,3,2,0,1,1,1,1,91.2,3247.55,4838.92,5,0,55,5263,0,2
1,37,0,0,1,1,3,31,3,2,1,0,0,0,0,89.3,2823.0,3466.56,3,0,46,2132,1,2
0,56,0,0,1,0,0,63,2,2,1,0,0,1,1,81.2,4965.1,7412.65,3,0,64,6063,2,1
1,53,0,0,0,0,0,30,3,2,0,0,1,0,1,94.3,2679.7,3929.5,3,0,75,4219,2,2
1,29,1,0,1,0,0,71,0,2,1,1,1,2,0,116.1,8310.55,10842.48,4,0,42,5027,0,1
0,33,0,0,0,0,0,53,2,2,0,1,1,2,0,105.55,5682.25,6367.01,5,0,67,5731,1,1
1,27,1,0,1,0,0,50,2,2,0,0,1,0,1,94.4,4914.9,5793.9,4,0,21,5548,0,1
0,19,1,0,0,0,0,2,0,3,0,0,0,0,2,19.5,27.55,81.89,5,0,74,4836,0,3
0,35,0,0,1,0,0,56,2,2,0,1,1,1,1,105.6,6068.65,7978.25,4,0,24,4196,1,1
1,60,0,0,1,0,0,67,0,1,0,1,1,2,1,81.35,5398.6,8430.35,3,0,51,4219,2,1
1,38,0,0,0,0,0,4,0,1,0,1,0,0,0,56.4,234.85,317.89,4,0,49,5344,1,3
1,61,0,0,0,0,0,19,0,1,1,0,1,1,0,65.35,1231.85,2085.86,4,0,39,2051,3,0
0,26,1,0,0,1,3,8,0,3,0,0,0,0,2,19.95,170.9,537.86,4,0,40,5919,0,3
0,29,1,0,0,0,0,71,0,2,1,1,1,2,0,111.25,7984.15,10960.47,4,0,54,4361,0,1
1,40,0,0,1,1,1,72,0,2,0,1,1,1,0,106.1,7848.5,8688.74,3,0,72,6283,1,1
1,42,0,0,0,0,0,12,0,3,0,0,0,1,1,20.05,267.0,466.08,3,0,62,4018,1,3
1,22,1,0,1,1,2,72,0,3,0,0,0,2,0,25.2,1798.9,3819.22,3,0,62,6499,0,1
1,45,0,0,0,0,0,72,0,0,1,1,1,2,0,65.55,4807.45,4807.45,4,0,24,4266,1,1
0,37,0,0,0,0,0,26,3,2,0,0,0,0,0,80.7,2193.0,2729.64,3,0,28,4501,1,2
0,48,0,0,0,0,0,21,0,2,1,1,1,1,1,104.55,2239.4,3001.91,4,0,20,3471,2,0
1,23,1,0,1,0,0,60,2,3,0,0,0,1,0,24.15,1505.9,2491.1,3,0,24,4501,0,1
1,26,1,0,0,0,0,12,0,3,0,0,0,0,2,20.45,255.35,748.67,5,0,80,4883,0,3
1,25,1,0,1,0,0,16,0,2,0,0,0,0,0,75.4,1189.4,1602.68,5,0,51,5432,0,0
0,38,0,0,1,0,0,63,2,0,0,1,1,1,1,79.7,4786.15,7908.19,3,0,30,4010,1,1
0,54,0,0,1,1,1,32,3,0,1,0,1,0,0,76.3,2404.15,3441.91,3,0,70,5324,2,2
0,32,0,0,1,1,3,68,0,2,1,1,1,2,1,103.75,7039.45,8133.57,3,0,45,4121,1,1
0,53,0,0,1,1,3,30,3,2,0,0,1,1,0,86.45,2538.05,3990.95,3,0,24,2923,2,2
0,44,0,0,0,0,0,16,0,2,0,0,0,0,0,75.1,1212.85,1821.17,5,0,59,5176,1,0
1,32,0,0,0,0,0,33,3,2,1,0,0,2,0,80.6,2651.1,3801.15,4,0,80,5542,1,2
1,54,0,0,1,0,0,72,0,3,0,0,0,2,1,19.3,1304.8,1492.72,3,0,42,4035,2,1
0,58,0,0,0,0,0,12,0,1,1,0,0,1,2,33.6,435.45,435.45,3,0,30,2990,2,3
0,40,0,0,1,0,0,10,0,1,0,1,1,2,2,80.85,808.5,1119.4,3,0,45,2048,1,3
0,32,0,0,1,0,0,65,2,2,1,1,1,1,1,108.05,7118.9,9806.0,3,0,69,6047,1,1
0,46,0,0,0,0,0,15,0,3,0,0,0,0,2,19.9,320.45,361.55,4,0,29,3366,2,0
0,55,0,0,0,0,0,24,0,3,0,0,0,1,0,21.05,531.55,1666.99,5,0,63,2050,2,0
0,50,0,0,0,1,2,13,0,0,0,0,0,0,0,30.15,382.2,392.2,5,0,22,3540,2,0
1,23,1,0,0,0,0,24,0,2,0,0,1,0,1,79.85,2001.0,2848.2,4,0,43,5128,0,0
0,56,0,0,1,0,0,72,0,1,1,1,1,2,0,65.5,4919.7,4919.7,3,0,25,4119,2,1
0,62,0,0,1,1,3,54,2,2,0,1,1,0,0,104.1,5645.8,7932.7,4,0,57,5795,3,1
1,39,0,0,1,1,2,4,0,3,0,0,0,0,2,20.5,77.6,92.12,4,0,34,5053,1,3
1,42,0,0,1,1,1,35,0,3,0,0,0,2,0,20.5,759.35,2415.9,4,0,38,2009,1,2
0,64,0,0,0,0,0,8,5,2,0,0,0,0,0,75.6,535.55,635.15,3,0,31,2934,3,3
1,62,0,0,0,0,0,22,0,1,1,0,0,0,2,55.1,1253.15,2069.57,3,0,62,2729,3,0
0,57,0,0,0,0,0,15,0,1,1,0,0,0,0,58.95,955.15,1413.25,4,0,55,4497,2,0
1,39,0,0,0,0,0,22,0,2,0,1,1,0,0,95.1,2162.6,2407.9,4,0,61,3729,1,0
0,33,0,0,1,1,2,71,1,3,0,0,0,2,0,25.45,1813.35,2108.0,3,0,37,4993,1,1
1,26,1,0,0,0,0,4,5,1,0,0,0,0,0,56.75,245.15,383.91,3,0,51,2401,0,3
1,59,0,0,0,0,0,25,0,0,1,0,1,0,0,81.75,2028.8,2658.8,3,0,61,5917,2,2
0,45,0,0,1,1,3,32,0,2,0,1,0,0,0,86.1,2723.75,3706.87,5,0,48,4970,1,2
1,41,0,0,0,0,0,17,0,3,0,0,0,1,2,20.5,365.8,1091.02,3,0,65,2259,1,0
1,50,0,0,0,1,3,3,0,3,0,0,0,0,1,20.85,60.65,119.39,4,0,38,5868,2,3
0,48,0,0,0,0,0,71,1,1,1,1,0,2,1,77.35,5550.1,6842.3,3,0,61,4846,2,1
1,30,0,0,1,0,0,49,2,2,0,1,0,0,0,93.85,4733.1,7074.43,3,0,62,5698,0,1
1,26,1,0,0,0,0,58,2,1,1,1,0,2,0,70.1,4048.95,6802.21,4,0,58,4474,0,1
0,40,0,0,1,0,0,59,2,1,1,1,1,2,1,75.95,4542.35,5030.87,3,0,46,5446,1,1
0,34,0,0,0,0,0,11,4,2,0,0,0,0,0,75.25,888.65,1260.34,3,0,75,5902,1,3
0,20,1,0,1,0,0,35,0,0,1,0,0,1,0,54.95,1916.0,3392.3,4,0,30,4858,0,2
0,23,1,0,0,0,0,20,4,3,0,0,0,0,0,19.5,413.0,632.4,3,0,28,5409,0,0
1,21,1,0,1,1,1,40,2,3,0,0,0,2,1,19.6,808.95,1727.35,5,0,34,2630,0,2
0,22,1,0,0,0,0,39,0,1,0,0,0,1,0,47.85,1886.4,2944.27,3,0,23,5531,0,2
0,62,0,0,1,1,1,72,1,3,0,0,0,2,0,23.75,1679.25,3201.33,5,0,67,4923,3,1
0,54,0,0,0,0,0,12,4,1,0,0,0,0,0,43.8,540.95,619.67,4,0,26,5706,2,3
1,48,0,0,0,0,0,1,5,3,0,0,0,0,0,19.75,19.75,25.07,5,0,43,3595,2,3
1,20,1,0,0,1,2,27,0,3,0,0,0,0,1,19.15,537.35,1357.07,3,0,51,4004,0,2
1,53,0,0,1,0,0,34,0,3,0,0,0,1,1,19.6,678.8,1563.82,5,0,33,4669,2,2
0,56,0,0,1,0,0,56,2,2,0,0,0,2,0,80.3,4513.65,4751.09,3,0,67,6203,2,1
0,31,0,0,0,0,0,58,2,3,0,0,0,2,1,24.35,1423.85,3663.81,3,0,51,6190,1,1
0,30,0,0,1,1,3,22,4,3,0,0,0,2,1,25.25,555.4,1126.96,3,0,75,4386,0,0
0,27,1,0,1,1,2,10,4,3,0,0,0,2,1,26.1,225.55,411.25,5,0,63,3179,0,3
1,23,1,0,0,0,0,13,4,3,0,0,0,2,1,20.0,268.45,289.38,3,0,63,3037,0,0
1,19,1,0,1,0,0,72,1,3,0,0,0,2,0,20.7,1492.1,3055.94,3,0,55,6317,0,1
1,21,1,0,0,0,0,2,0,1,1,1,1,0,0,70.3,132.4,179.44,3,0,27,4799,0,3
1,42,0,0,1,1,1,4,0,2,0,0,0,0,1,69.55,284.9,433.82,4,0,44,3708,1,3
0,28,1,0,0,0,0,37,0,3,0,0,0,2,1,19.85,784.25,1764.38,3,0,27,3408,0,2
1,59,0,0,0,0,0,21,4,3,0,0,0,0,1,20.0,417.7,1139.89,3,0,47,2366,2,0
1,20,1,0,0,0,0,3,0,1,0,0,0,0,1,50.15,160.85,213.11,3,0,23,2085,0,3
0,31,0,0,1,0,0,71,1,0,1,1,1,2,1,58.65,4145.25,4145.25,4,0,48,4151,1,1
1,41,0,0,0,0,0,9,0,2,1,1,1,0,0,95.9,827.45,1104.65,3,0,66,5017,1,3
0,56,0,0,0,0,0,1,0,1,0,0,0,0,0,49.5,49.5,96.49,4,0,59,5262,2,3
1,36,0,0,1,0,0,71,1,1,1,0,1,2,1,80.1,5585.4,6364.27,3,0,37,6045,1,1
0,36,0,0,0,0,0,64,2,3,0,0,0,1,0,24.4,1601.2,2620.72,5,0,24,5887,1,1
1,33,0,0,0,0,0,4,0,1,1,0,1,0,0,40.05,162.45,162.45,4,0,57,2664,1,3
0,33,0,0,0,0,0,23,4,3,0,0,0,0,1,19.5,470.2,791.74,4,0,42,5652,1,0
0,59,0,0,1,1,2,39,0,1,0,0,0,0,1,51.05,2066.0,2653.34,3,0,63,3154,2,2
1,27,1,0,1,0,0,28,0,1,1,0,0,1,1,54.35,1426.45,2398.09,5,0,70,5105,0,2
1,62,0,0,0,0,0,37,0,2,0,0,0,0,1,70.35,2552.9,3619.98,3,0,32,5402,3,2
0,30,0,0,0,0,0,47,2,2,0,1,0,1,1,94.9,4615.25,6507.0,4,0,52,4510,0,2
0,39,0,0,1,1,3,50,2,2,0,0,0,0,0,69.75,3557.7,4068.2,5,0,64,4539,1,1
1,30,0,0,1,1,2,27,0,0,1,1,1,0,0,71.6,1957.1,2462.95,5,0,52,3773,0,2
0,49,0,0,1,0,0,62,0,3,0,0,0,2,0,23.65,1416.75,1969.17,4,0,21,4671,2,1
0,25,1,0,1,0,0,71,1,1,1,1,1,2,0,81.85,5924.4,6366.73,4,0,78,4090,0,1
1,39,0,0,0,0,0,66,1,3,0,0,0,2,1,25.1,1697.7,4940.28,4,0,48,6025,1,1
1,61,0,0,1,1,1,68,1,2,1,1,1,2,0,114.7,7849.85,10065.97,3,0,59,5671,3,1
0,47,0,0,0,0,0,13,4,1,0,1,1,0,0,49.15,649.4,649.4,3,0,78,3000,2,0
1,37,0,0,1,0,0,56,0,2,0,0,1,1,0,80.9,4557.5,7143.58,5,0,56,5344,1,1
0,56,0,0,0,0,0,16,4,3,0,0,0,1,0,19.3,360.35,1065.15,3,0,48,2870,2,0
0,60,0,0,1,1,2,14,4,2,0,0,0,0,0,70.2,1046.5,1368.5,4,0,25,5819,2,0
0,37,0,0,0,0,0,8,0,1,1,0,0,1,0,54.25,447.75,789.99,3,0,69,2237,1,3
0,29,1,0,1,1,2,43,0,2,0,1,1,0,0,99.3,4209.95,4435.7,3,0,73,3280,0,2
0,31,0,0,0,0,0,52,0,0,1,1,0,1,1,74.0,3877.65,4989.41,3,0,39,5806,1,1
1,35,0,0,0,0,0,3,0,0,1,0,0,0,1,50.25,152.3,236.87,3,0,76,2166,1,3
1,42,0,0,0,0,0,29,0,3,0,0,0,1,1,19.8,572.2,1909.68,4,0,69,5696,1,2
0,48,0,0,1,1,3,16,4,0,0,0,1,0,1,35.5,552.7,632.7,5,0,25,2069,2,0
0,41,0,0,0,0,0,40,0,1,1,1,1,1,1,80.75,3208.65,4561.85,4,0,27,2047,1,2
0,47,0,0,0,0,0,36,0,3,0,0,0,1,1,19.55,620.75,2108.63,5,0,47,2691,2,2
1,49,0,0,1,0,0,26,0,3,0,0,0,1,0,20.05,505.9,1683.18,5,0,29,2403,2,2
0,33,0,0,1,0,0,34,0,1,1,0,0,0,0,50.2,1815.3,3198.08,5,0,54,4352,1,2
1,32,0,0,0,0,0,10,4,1,1,1,0,0,0,62.25,612.95,689.45,3,0,76,3415,1,3
0,52,0,0,0,0,0,14,0,1,1,0,0,1,1,55.7,795.15,1282.67,4,0,57,4978,2,0
1,63,0,0,1,0,0,47,0,3,0,0,0,2,1,19.65,973.1,1280.48,5,0,77,2021,3,2
1,36,0,0,1,0,0,24,0,2,1,0,1,0,0,89.25,2210.2,2455.72,3,0,77,5436,1,0
1,62,0,0,0,0,0,22,0,1,1,1,1,2,0,56.75,1304.85,1304.85,4,0,55,4574,3,0
1,31,0,0,0,0,0,1,0,3,0,0,0,0,1,21.1,21.1,39.91,5,0,52,2810,1,3
0,35,0,0,1,1,5,59,0,2,1,0,1,0,0,96.65,5580.8,8416.93,3,0,52,5266,1,1
0,44,0,0,1,0,0,58,0,3,0,0,0,1,1,24.5,1497.9,3602.78,4,0,47,4455,1,1
0,61,0,0,1,1,2,3,0,2,0,0,0,0,0,69.55,200.2,171.41,3,0,59,5998,3,3
1,50,0,0,0,0,0,32,0,3,0,0,0,2,0,20.05,614.45,1081.84,5,0,20,3398,2,2
1,39,0,0,1,1,1,10,0,3,0,0,0,2,1,25.75,257.5,485.8,5,0,48,4950,1,3
0,41,0,0,1,0,0,52,0,3,0,0,0,1,1,19.6,1012.4,1395.33,3,0,37,4848,1,1
1,53,0,0,0,0,0,32,0,2,1,0,0,0,0,87.65,2766.4,3066.93,3,0,66,2426,2,2
0,35,0,0,0,0,0,16,0,2,0,0,0,0,1,74.75,1129.35,1298.0,5,0,27,3574,1,0
0,62,0,0,0,0,0,51,0,2,0,1,1,1,0,107.45,5680.9,6050.68,3,0,24,5446,3,1
1,30,0,0,0,0,0,29,0,0,1,1,1,1,0,75.35,2243.9,2348.67,3,0,77,4422,0,2
1,24,1,0,1,0,0,70,1,1,1,0,0,2,1,64.95,4523.25,4594.46,3,0,78,5669,0,1
0,25,1,0,1,1,2,71,1,2,1,0,1,2,0,100.45,7159.7,9426.94,3,0,34,6171,0,1
1,28,1,0,1,0,0,41,0,1,0,1,0,1,0,68.5,2839.95,3358.36,4,0,54,3877,0,2
1,49,0,0,0,0,0,1,0,2,0,1,0,0,0,80.55,80.55,146.48,4,0,21,3154,2,3
0,38,0,0,1,0,0,7,0,1,1,1,1,0,0,81.25,580.1,617.86,3,0,57,5928,1,3
1,60,0,0,1,1,1,67,1,2,1,0,0,1,0,89.55,6038.55,7230.22,3,0,69,6194,2,1
1,38,0,0,1,1,1,5,0,0,1,0,0,0,1,55.7,259.4,354.25,3,0,46,3598,1,3
1,53,0,0,0,1,3,15,0,3,0,0,0,0,0,24.8,324.15,799.45,3,0,57,3965,2,0
0,21,1,0,1,1,3,20,0,3,0,0,0,0,0,20.0,417.65,1179.92,3,0,70,3402,0,0
1,50,0,0,1,1,3,54,0,2,1,1,1,1,0,105.2,5637.85,6006.34,5,0,68,5546,2,1
1,32,0,0,0,0,0,42,0,3,0,0,0,1,1,19.55,839.4,2860.46,3,0,43,5293,1,2
0,24,1,0,1,0,0,9,0,2,0,0,1,0,0,79.75,769.1,830.12,5,0,62,4654,0,3
0,24,1,0,0,0,0,63,0,2,0,1,1,2,0,97.45,6253.0,8631.88,3,0,67,4769,0,1
0,57,0,0,1,0,0,69,1,3,0,0,0,2,0,24.25,1641.8,4340.87,3,0,21,4884,2,1
0,24,1,0,0,0,0,69,1,3,0,0,0,2,1,24.6,1678.05,4168.13,5,0,66,5294,0,1
1,32,0,0,1,0,0,40,0,1,0,0,0,0,1,50.15,2058.5,2993.47,4,0,71,2454,1,2
1,38,0,0,0,0,0,60,2,1,0,0,0,2,0,39.6,2424.5,2386.04,3,0,32,5544,1,1
1,33,0,0,1,0,0,32,0,2,0,1,1,0,1,98.85,3145.9,4678.38,4,0,61,3981,1,2
1,60,0,0,0,0,0,39,0,1,1,0,0,2,1,53.85,2200.7,2364.64,3,0,79,2380,2,2
0,36,0,0,0,0,0,38,0,3,0,0,0,1,0,24.25,914.4,2633.63,3,0,23,2997,1,2
1,32,0,0,0,0,0,52,2,2,0,0,1,2,1,89.45,4577.75,5344.06,3,0,35,5386,1,1
0,57,0,0,1,1,3,48,2,2,0,1,1,0,1,105.25,4997.5,6455.52,3,0,79,4275,2,2
1,21,1,0,1,0,0,70,1,1,1,1,1,2,0,59.5,4144.8,4121.08,4,0,27,4031,0,1
1,56,0,0,0,0,0,20,0,2,0,0,0,0,1,70.55,1493.55,1551.95,3,0,59,5790,2,0
0,59,0,0,0,0,0,50,2,1,1,1,1,1,1,82.5,4179.1,5220.25,4,0,71,5258,2,1
1,46,0,0,1,0,0,25,0,0,0,0,0,1,0,61.6,1611.0,1727.35,3,0,66,3807,2,2
1,58,0,0,0,0,0,12,0,1,0,0,0,0,0,49.05,593.05,1101.09,5,0,70,4244,2,3
0,29,1,0,1,0,0,23,0,1,1,0,0,1,1,66.25,1533.8,1772.08,4,0,22,2072,0,0
1,26,1,0,0,0,0,27,0,3,0,0,0,0,0,19.4,529.8,1087.62,5,0,39,3792,0,2
1,45,0,0,1,1,2,26,0,3,0,0,0,2,1,19.15,515.75,1655.59,5,0,58,4347,1,2
1,58,0,0,0,1,1,2,0,3,0,0,0,0,1,19.25,48.35,90.71,3,0,45,4725,2,3
0,23,1,0,1,1,3,26,0,2,0,0,0,0,0,81.95,2070.05,3186.75,3,0,72,2817,0,2
0,40,0,0,1,1,2,63,2,3,0,0,0,2,1,20.0,1209.25,4163.95,5,0,56,5975,1,1
1,52,0,0,1,1,2,71,1,3,0,0,0,2,1,19.8,1396.25,3053.39,4,0,20,5406,2,1
1,19,1,0,1,1,2,11,0,1,0,1,0,0,0,65.15,723.35,907.16,3,0,42,5942,0,3
0,30,0,0,0,0,0,13,0,1,1,1,1,2,1,88.95,1161.75,1643.14,3,0,27,5407,0,0
1,38,0,0,0,1,2,6,0,3,0,0,0,0,1,20.2,98.35,199.81,4,0,75,3478,1,3
1,19,1,0,1,0,0,18,0,1,0,0,0,0,1,56.8,1074.65,1097.69,5,0,59,5558,0,0
0,21,1,0,1,0,0,32,3,2,0,0,0,0,0,75.5,2324.7,2942.3,3,0,76,3131,0,2
1,46,0,0,0,0,0,29,3,1,1,0,0,1,2,35.6,1072.6,1072.6,4,0,74,3898,2,2
0,62,0,0,0,0,0,3,0,1,0,1,0,0,0,60.25,170.5,300.8,4,0,31,4830,3,3
0,59,0,0,0,0,0,41,2,0,0,0,1,0,0,40.35,1677.85,1677.85,5,0,79,2454,2,2
0,59,0,0,0,0,0,1,0,3,0,0,0,0,0,18.85,18.85,26.65,4,0,37,5084,2,3
1,57,0,0,0,0,0,7,0,1,0,1,0,0,2,54.85,370.4,409.67,3,0,20,3481,2,3
0,36,0,0,1,0,0,52,2,1,0,1,0,1,2,64.3,3410.6,3630.04,4,0,73,4405,1,1
0,48,0,0,1,1,1,45,2,3,0,0,0,2,0,24.65,1138.8,2043.75,4,0,67,3043,2,2
1,55,0,0,1,0,0,70,1,1,1,1,0,2,1,76.1,5264.25,7710.15,4,0,67,5115,2,1
0,62,0,0,0,0,0,53,2,3,0,0,0,2,2,18.7,1005.7,1552.66,5,0,54,4116,3,1
0,44,0,0,1,0,0,60,2,2,0,0,1,0,1,94.1,5475.9,6408.3,3,0,62,5267,1,1
0,63,0,0,0,0,0,67,0,0,1,0,1,1,0,72.35,4991.5,5352.63,3,0,50,4910,3,1
1,41,0,0,0,0,0,25,3,3,0,0,0,1,1,19.9,510.8,690.05,3,0,22,2130,1,2
0,56,0,0,0,0,0,5,0,0,0,0,0,0,0,53.8,283.95,540.95,4,0,78,2182,2,3
1,29,1,0,0,0,0,26,3,0,0,0,0,1,1,51.55,1295.4,1936.82,3,0,36,3130,0,2
1,21,1,0,1,0,0,1,5,3,0,0,0,1,2,19.65,19.65,43.06,3,0,53,2539,0,3
1,60,0,0,1,1,3,72,0,2,1,1,1,2,0,114.0,8093.15,10430.99,3,0,29,4558,2,1
0,33,0,0,0,0,0,14,4,1,0,0,0,1,2,54.25,773.2,1067.62,5,0,44,4423,1,0
0,59,0,0,0,0,0,13,4,2,0,0,0,0,1,80.0,1029.35,1467.32,3,0,78,5577,2,0
0,56,0,0,0,0,0,46,2,1,0,1,1,2,2,79.2,3593.8,5747.98,4,0,63,2007,2,2
1,59,0,0,0,0,0,39,3,1,1,0,0,2,0,49.8,1971.15,2124.42,4,0,51,2202,2,2
1,56,0,0,0,0,0,57,2,1,0,1,1,0,0,53.75,3196.0,3196.0,4,0,58,5594,2,1
0,29,1,0,1,0,0,53,2,2,1,1,1,1,0,93.45,4872.2,6904.75,4,0,20,4700,0,1
1,32,0,0,1,1,1,18,4,2,0,1,0,0,2,87.9,1500.5,1935.38,4,0,33,5192,1,0
0,59,0,0,1,0,0,58,2,1,1,0,0,1,0,61.05,3478.75,5007.63,4,0,46,4411,2,1
0,38,0,0,0,0,0,35,3,2,1,1,1,1,0,99.25,3532.0,4806.7,3,0,36,3244,1,2
1,21,1,0,0,0,0,3,5,2,0,0,1,0,1,85.7,256.75,346.27,5,0,33,5806,0,3
1,47,0,0,0,0,0,38,3,2,0,1,1,1,0,104.85,3887.25,4052.17,4,0,35,2709,2,2
1,60,0,0,1,0,0,35,3,0,1,0,0,2,1,69.15,2490.15,2667.25,3,0,61,3945,2,2
0,33,0,0,0,0,0,47,2,1,1,1,1,2,1,74.45,3510.3,3673.39,3,0,55,3459,1,2
0,25,1,0,0,0,0,14,4,1,0,0,0,0,0,50.45,765.45,1454.53,5,0,48,3185,0,0
1,58,0,0,1,0,0,66,0,1,1,1,1,2,0,85.25,5538.35,8366.45,4,0,38,5012,2,1
1,26,1,0,1,0,0,15,4,3,0,0,0,0,1,19.45,340.85,938.45,5,0,67,2483,0,0
0,24,1,0,0,0,0,42,2,3,0,0,0,2,0,20.75,844.45,1613.47,3,0,57,2574,0,2
0,53,0,0,1,0,0,17,4,2,0,0,0,0,0,78.9,1348.95,1708.5,3,0,38,2362,2,0
1,26,1,0,0,0,0,37,3,2,1,1,1,1,1,104.5,3778.0,5210.64,3,0,21,4812,0,2
0,20,1,0,0,0,0,12,4,1,0,0,0,0,0,49.4,611.65,907.33,3,0,70,5007,0,3
0,63,0,0,0,0,0,60,2,3,0,0,0,2,2,25.0,1505.05,3869.65,3,0,24,6355,3,1
1,26,1,0,1,1,2,18,4,1,0,0,0,0,1,25.55,467.85,467.85,3,0,28,4134,0,0
0,56,0,0,0,0,0,3,0,2,0,0,0,0,0,70.15,194.2,211.09,3,0,26,2228,2,3
0,23,1,0,0,1,3,9,5,0,1,1,1,0,1,69.4,571.45,722.38,3,0,55,5108,0,3
1,45,0,0,1,0,0,56,2,2,0,0,0,1,0,93.15,5253.95,7512.43,3,0,56,4778,1,1
1,25,1,0,0,0,0,7,5,2,0,0,0,0,0,69.55,521.35,584.0,3,0,71,4704,0,3
0,28,1,0,1,1,2,69,0,3,0,0,0,2,0,20.2,1412.65,4344.46,5,0,34,5267,0,1
1,42,0,0,1,1,3,54,0,3,0,0,0,2,1,20.4,1090.6,2154.4,4,0,60,6393,1,1
1,26,1,0,1,0,0,62,0,3,0,0,0,1,1,23.75,1446.8,3448.16,4,0,66,4811,0,1
0,25,1,0,1,1,3,62,0,1,0,1,1,0,1,70.45,4300.45,6565.93,5,0,37,5057,0,1
1,47,0,0,0,0,0,17,4,1,0,0,1,0,0,65.75,1111.2,1917.85,4,0,63,3921,2,0
1,24,1,0,0,0,0,9,5,1,0,0,0,0,2,24.6,190.1,190.1,5,0,49,2323,0,3
